,3d_image,angle,bbox_max_x,bbox_max_y,bbox_max_z,bbox_min_x,bbox_min_y,bbox_min_z,bf_clip_hi,bf_clip_lo,cell_height,cell_stage,cell_surface_area,cell_volume,CellId,Cellular Component,center_slice,Description (from Uniprot),dna_clip_hi,dna_clip_lo,edge_flag,fits_x,fits_y,fits_z,FOVId,gene,InstrumentId,max_projection_x,max_projection_y,max_projection_z,mean_projection_x,mean_projection_y,mean_projection_z,median_projection_x,median_projection_y,median_projection_z,membrane_clip_hi,membrane_clip_lo,meta_colony_area,meta_colony_centroid,meta_colony_label,meta_fov_edgedist,meta_fov_outside_overview,meta_fov_position,meta_fov_xcoord,meta_fov_ycoord,meta_imaging_mode,meta_plate_bad_segmentation,meta_plate_confluency,meta_well_passage_at_imaging,meta_well_passage_at_thaw,nuclear_height,nuclear_surface_area,nuclear_volume,PiezoId,PlateId,Protein,ProtocolId,scale_micron,shape_mode_1_height,shape_mode_2_volume,shape_mode_3_major_tilt,shape_mode_4_minor_tilt,shape_mode_5_elongation,shape_mode_6_bean-ness,shape_mode_7_pear-ness,shape_mode_8_wedge,Structure,structure_clip_hi,structure_clip_lo,structure_connected_components,structure_volume,this_cell_index,this_cell_nbr_complete,this_cell_nbr_dist_2d,WellId,WorkflowId,split
170791,s3://allencell-hipsc-cytodata/register/721790.ome.zarr,69.16438119049927,368,263,128,59,111,10,22936.0,16950.0,12.891627,M0,1491.4158220141198,1605.7226385018105,721790,nucleus,s3://allencell-hipsc-cytodata/center_slice/721790.ome.tiff,"Involved in diverse cellular processes such as ribosome biogenesis, centrosome duplication, protein chaperoning, histone assembly, cell proliferation, and regulation of tumor suppressors p53/TP53 and ARF. Binds ribosome presumably to drive ribosome nuclear export. Associated with nucleolar ribonucleoprotein structures and bind single-stranded nucleic acids. Acts as a chaperonin for the core histones H3, H2B and H4. Stimulates APEX1 endonuclease activity on apurinic/apyrimidinic (AP) double-stranded DNA but inhibits APEX1 endonuclease activity on AP single-stranded RNA. May exert a control of APEX1 endonuclease activity within nucleoli devoted to repair AP on rDNA and the removal of oxidized rRNA molecules. In concert with BRCA2, regulates centrosome duplication. Regulates centriole duplication: phosphorylation by PLK2 is able to trigger centriole replication. Negatively regulates the activation of EIF2AK2/PKR and suppresses apoptosis through inhibition of EIF2AK2/PKR autophosphorylation. Antagonizes the inhibitory effect of ATF5 on cell proliferation and relieves ATF5-induced G2/M blockade (PubMed:22528486).
In complex with MYC enhances the transcription of MYC target genes (PubMed:25956029).
May act as chaperonin or cotransporter in the nucleolar localization of transcription termination factor TTF1 (By similarity).",524.0,401.0,1,True,True,True,13102,NPM1,ZSD-3,s3://allencell-hipsc-cytodata/max_projection_x/721790.ome.tiff,s3://allencell-hipsc-cytodata/max_projection_y/721790.ome.tiff,s3://allencell-hipsc-cytodata/max_projection_z/721790.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_x/721790.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_y/721790.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_z/721790.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_x/721790.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_y/721790.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_z/721790.ome.tiff,8345.0,2358.0,,"(-1, -1)",0.0,0.0,False,edge,315.0,329.0,Mode C,False,0.27,33.0,28.0,7.908309,493.218770349114,468.097805806698,Interactive,3500002026,nucleophosmin,Old,"[0.108333, 0.108333, 0.108333]",0.3038,-0.8268,-1.8941,-0.4988,0.4712,0.5834,1.9623,0.5619,nucleoli (GC),8300,480,3.0,0.06801088440769823,17,0,"[(721775, 96.12469373664625), (721784, 87.60877283233168), (721788, 137.81556154416944)]",131201,['Pipeline 4.2'],train
34410,s3://allencell-hipsc-cytodata/register/938122.ome.zarr,-14.00962299333642,436,280,138,63,98,14,25632.0,19382.0,13.541625,M0,2012.120395441272,2120.765629021231,938122,cytoplasm,s3://allencell-hipsc-cytodata/center_slice/938122.ome.tiff,"Plays a fundamental role in microtubule organizing center structure and function. Required for centriole duplication and correct spindle formation. Has a role in regulating cytokinesis and genome stability via cooperation with CALM1 and CCP110.
Involved in global genome nucleotide excision repair (GG-NER) by acting as component of the XPC complex. Cooperatively with RAD23B appears to stabilize XPC. In vitro, stimulates DNA binding of the XPC:RAD23B dimer.
The XPC complex is proposed to represent the first factor bound at the sites of DNA damage and together with other core recognition factors, XPA, RPA and the TFIIH complex, is part of the pre-incision (or initial recognition) complex. The XPC complex recognizes a wide spectrum of damaged DNA characterized by distortions of the DNA helix such as single-stranded loops, mismatched bubbles or single-stranded overhangs. The orientation of XPC complex binding appears to be crucial for inducing a productive NER. XPC complex is proposed to recognize and to interact with unpaired bases on the undamaged DNA strand which is followed by recruitment of the TFIIH complex and subsequent scanning for lesions in the opposite strand in a 5'-to-3' direction by the NER machinery. Cyclobutane pyrimidine dimers (CPDs) which are formed upon UV-induced DNA damage esacpe detection by the XPC complex due to a low degree of structural perurbation. Instead they are detected by the UV-DDB complex which in turn recruits and cooperates with the XPC complex in the respective DNA repair.
As a component of the TREX-2 complex, involved in the export of mRNAs to the cytoplasm through the nuclear pores",644.0,407.0,1,True,True,True,14485,CETN2,ZSD-3,s3://allencell-hipsc-cytodata/max_projection_x/938122.ome.tiff,s3://allencell-hipsc-cytodata/max_projection_y/938122.ome.tiff,s3://allencell-hipsc-cytodata/max_projection_z/938122.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_x/938122.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_y/938122.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_z/938122.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_x/938122.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_y/938122.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_z/938122.ome.tiff,9256.0,2101.2000000000335,,"(-1, -1)",0.0,0.0,False,edge,272.0,741.0,Mode C,False,0.17,26.0,22.0,6.174981,575.159793872112,566.2066814307345,Interactive,9999999107,centrin-2,Old,"[0.108333, 0.108333, 0.108333]",-0.0669,0.2725,-2.1012,-0.208,0.2753,1.0213,2.2689,1.1521,centrioles,800,440,2.0,0.00023761943261709466,20,0,"[(938103, 126.05820135637448), (938121, 164.15161168962288)]",137768,['Pipeline 4.2'],train
110637,s3://allencell-hipsc-cytodata/register/549039.ome.zarr,-76.29978052426553,460,230,147,56,96,24,22375.0,17289.0,13.433292,M0,1931.000894640504,2223.5532577528074,549039,membrane,s3://allencell-hipsc-cytodata/center_slice/549039.ome.tiff,"TJP1, TJP2, and TJP3 are closely related scaffolding proteins that link tight junction (TJ) transmembrane proteins such as claudins, junctional adhesion molecules, and occludin to the actin cytoskeleton (PubMed:7798316, PubMed:9792688).
The tight junction acts to limit movement of substances through the paracellular space and as a boundary between the compositionally distinct apical and basolateral plasma membrane domains of epithelial and endothelial cells. Necessary for lumenogenesis, and particularly efficient epithelial polarization and barrier formation (By similarity).
Plays a role in the regulation of cell migration by targeting CDC42BPB to the leading edge of migrating cells (PubMed:21240187).
Plays an important role in podosome formation and associated function, thus regulating cell adhesion and matrix remodeling (PubMed:20930113).
With TJP2 and TJP3, participates in the junctional retention and stability of the transcription factor DBPA, but is not involved in its shuttling to the nucleus (By similarity).",583.0,400.0,1,False,True,True,7332,TJP1,ZSD-1,s3://allencell-hipsc-cytodata/max_projection_x/549039.ome.tiff,s3://allencell-hipsc-cytodata/max_projection_y/549039.ome.tiff,s3://allencell-hipsc-cytodata/max_projection_z/549039.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_x/549039.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_y/549039.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_z/549039.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_x/549039.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_y/549039.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_z/549039.ome.tiff,3613.0,981.0,33230.0,"(1177, 884)",34.0,40.0,False,edge,919.0,1098.0,Mode C,False,0.23,35.0,27.0,8.774973,634.403318183784,627.040643031166,Interactive,3500001409,ZO-1,Old,"[0.108333, 0.108333, 0.108333]",0.6061,-0.3023,-2.2015,2.1493,1.8241,0.3269,0.0735,2.4436,tight junctions,1500,420,,,7,0,"[(549044, 186.64395918048322), (549063, 191.44098830423889)]",60737,['Pipeline 4.1'],train
140332,s3://allencell-hipsc-cytodata/register/739316.ome.zarr,1.7721749403086369,445,243,123,47,62,21,22609.0,17629.0,11.158299,M0,2077.1380508863317,2300.256837909847,739316,nucleus,s3://allencell-hipsc-cytodata/center_slice/739316.ome.tiff,"S-adenosyl-L-methionine-dependent methyltransferase that has the ability to methylate both RNAs and proteins (PubMed:24352239, PubMed:30540930, PubMed:32017898).
Involved in pre-rRNA processing by catalyzing the site-specific 2'-hydroxyl methylation of ribose moieties in pre-ribosomal RNA (PubMed:30540930).
Site specificity is provided by a guide RNA that base pairs with the substrate (By similarity).
Methylation occurs at a characteristic distance from the sequence involved in base pairing with the guide RNA (By similarity).
Probably catalyzes 2'-O-methylation of U6 snRNAs in box C/D RNP complexes (PubMed:32017898).
U6 snRNA 2'-O-methylation is required for mRNA splicing fidelity (PubMed:32017898).
Also acts as a protein methyltransferase by mediating methylation of 'Gln-105' of histone H2A (H2AQ104me), a modification that impairs binding of the FACT complex and is specifically present at 35S ribosomal DNA locus (PubMed:24352239, PubMed:30540930).",501.0,399.0,1,False,True,True,9503,FBL,ZSD-3,s3://allencell-hipsc-cytodata/max_projection_x/739316.ome.tiff,s3://allencell-hipsc-cytodata/max_projection_y/739316.ome.tiff,s3://allencell-hipsc-cytodata/max_projection_z/739316.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_x/739316.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_y/739316.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_z/739316.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_x/739316.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_y/739316.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_z/739316.ome.tiff,10013.0,2894.0,26691.0,"(1099, 1173)",47.0,25.3,False,edge,1121.0,1222.0,Mode C,False,0.28,36.0,25.0,7.366644,638.933429194938,620.1356679966412,Interactive,3500001560,fibrillarin,Old,"[0.108333, 0.108333, 0.108333]",,,,,,,,,nucleoli (DFC),2610,420,2.0,0.08611683858963072,7,0,"[(739311, 148.81560254489105), (739321, 253.45741560611657), (739323, 126.56499017127045), (739325, 160.8155778334242), (739326, 275.9277710801387)]",70231,['Pipeline 4.1'],train
206215,s3://allencell-hipsc-cytodata/register/836719.ome.zarr,77.1599761442251,354,263,129,78,66,13,28905.25,20629.0,12.674961,M0,1902.1302389735638,2107.0294201696365,836719,cytoplasm,s3://allencell-hipsc-cytodata/center_slice/836719.ome.tiff,"Key downstream component of the canonical Wnt signaling pathway (PubMed:17524503, PubMed:18077326, PubMed:18086858, PubMed:18957423, PubMed:21262353, PubMed:22155184, PubMed:22647378, PubMed:22699938).
In the absence of Wnt, forms a complex with AXIN1, AXIN2, APC, CSNK1A1 and GSK3B that promotes phosphorylation on N-terminal Ser and Thr residues and ubiquitination of CTNNB1 via BTRC and its subsequent degradation by the proteasome (PubMed:17524503, PubMed:18077326, PubMed:18086858, PubMed:18957423, PubMed:21262353, PubMed:22155184, PubMed:22647378, PubMed:22699938).
In the presence of Wnt ligand, CTNNB1 is not ubiquitinated and accumulates in the nucleus, where it acts as a coactivator for transcription factors of the TCF/LEF family, leading to activate Wnt responsive genes (PubMed:17524503, PubMed:18077326, PubMed:18086858, PubMed:18957423, PubMed:21262353, PubMed:22155184, PubMed:22647378, PubMed:22699938).
Involved in the regulation of cell adhesion, as component of an E-cadherin:catenin adhesion complex (By similarity).
Acts as a negative regulator of centrosome cohesion (PubMed:18086858).
Involved in the CDK2/PTPN6/CTNNB1/CEACAM1 pathway of insulin internalization (PubMed:21262353).
Blocks anoikis of malignant kidney and intestinal epithelial cells and promotes their anchorage-independent growth by down-regulating DAPK2 (PubMed:18957423).
Disrupts PML function and PML-NB formation by inhibiting RANBP2-mediated sumoylation of PML (PubMed:22155184).
Promotes neurogenesis by maintaining sympathetic neuroblasts within the cell cycle (By similarity).
Involved in chondrocyte differentiation via interaction with SOX9: SOX9-binding competes with the binding sites of TCF/LEF within CTNNB1, thereby inhibiting the Wnt signaling (By similarity).",508.0,399.0,1,True,True,True,13757,CTNNB1,ZSD-2,s3://allencell-hipsc-cytodata/max_projection_x/836719.ome.tiff,s3://allencell-hipsc-cytodata/max_projection_y/836719.ome.tiff,s3://allencell-hipsc-cytodata/max_projection_z/836719.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_x/836719.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_y/836719.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_z/836719.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_x/836719.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_y/836719.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_z/836719.ome.tiff,22776.0,4672.0,,"(-1, -1)",,,True,edge,,,Mode C,True,,32.0,27.0,9.424971,627.29127861705,629.6381138460315,Interactive,3500002057,beta-catenin,Old,"[0.108333, 0.108333, 0.108333]",,,,,,,,,adherens junctions,750,410,,,12,0,"[(836714, 147.85786001237815), (836715, 94.07206754460795), (836717, 166.32771781765342)]",133697,['Pipeline 4.2'],train
45575,s3://allencell-hipsc-cytodata/register/907589.ome.zarr,24.014638729042687,380,328,139,97,110,23,26645.0,18972.0,12.674961,M0,2185.7902989206937,2739.120065196224,907589,cytoplasm,s3://allencell-hipsc-cytodata/center_slice/907589.ome.tiff,"Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain.",580.0,403.0,1,True,True,True,14127,TUBA1B,ZSD-3,s3://allencell-hipsc-cytodata/max_projection_x/907589.ome.tiff,s3://allencell-hipsc-cytodata/max_projection_y/907589.ome.tiff,s3://allencell-hipsc-cytodata/max_projection_z/907589.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_x/907589.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_y/907589.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_z/907589.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_x/907589.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_y/907589.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_z/907589.ome.tiff,9720.0,2200.0,,"(-1, -1)",,,True,edge,,,Mode C,True,,,,7.691643,724.629985162416,786.7666628410268,Interactive,3500002083,alpha-tubulin,Old,"[0.108333, 0.108333, 0.108333]",,,,,,,,,microtubules,3200,1100,259.0,0.361120112146423,11,0,"[(907587, 138.35457368232676), (907588, 223.2503158489009), (907596, 249.00801246995178), (907607, 262.46516581030596)]",135440,['Pipeline 4.2'],valid
109447,s3://allencell-hipsc-cytodata/register/536063.ome.zarr,-77.92445718541556,340,321,147,91,92,26,22140.375,16959.0,13.216626,M0,1679.028139693674,1932.4877726526654,536063,membrane,s3://allencell-hipsc-cytodata/center_slice/536063.ome.tiff,"TJP1, TJP2, and TJP3 are closely related scaffolding proteins that link tight junction (TJ) transmembrane proteins such as claudins, junctional adhesion molecules, and occludin to the actin cytoskeleton (PubMed:7798316, PubMed:9792688).
The tight junction acts to limit movement of substances through the paracellular space and as a boundary between the compositionally distinct apical and basolateral plasma membrane domains of epithelial and endothelial cells. Necessary for lumenogenesis, and particularly efficient epithelial polarization and barrier formation (By similarity).
Plays a role in the regulation of cell migration by targeting CDC42BPB to the leading edge of migrating cells (PubMed:21240187).
Plays an important role in podosome formation and associated function, thus regulating cell adhesion and matrix remodeling (PubMed:20930113).
With TJP2 and TJP3, participates in the junctional retention and stability of the transcription factor DBPA, but is not involved in its shuttling to the nucleus (By similarity).",505.0,399.0,1,True,True,True,7019,TJP1,ZSD-1,s3://allencell-hipsc-cytodata/max_projection_x/536063.ome.tiff,s3://allencell-hipsc-cytodata/max_projection_y/536063.ome.tiff,s3://allencell-hipsc-cytodata/max_projection_z/536063.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_x/536063.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_y/536063.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_z/536063.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_x/536063.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_y/536063.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_z/536063.ome.tiff,4006.0,1194.0,17451.0,"(828, 238)",26.0,48.17,False,edge,285.0,784.0,Mode C,False,0.29,33.0,27.0,8.774973,539.2240427939939,535.9282832633236,Interactive,3500001379,ZO-1,Old,"[0.108333, 0.108333, 0.108333]",,,,,,,,,tight junctions,1500,420,,,7,0,"[(536066, 166.23511165074984), (536071, 207.69722720967889), (536073, 147.50298606124463)]",59383,['Pipeline 4.1'],train
209917,s3://allencell-hipsc-cytodata/register/845496.ome.zarr,70.8526124961703,332,292,80,67,95,18,37159.0,31306.0,6.824979,M0,1349.621000157222,1397.8893741041481,845496,cytoplasm,s3://allencell-hipsc-cytodata/center_slice/845496.ome.tiff,"Small GTPase which cycles between active GTP-bound and inactive GDP-bound states. In its active state, binds to a variety of effector proteins to regulate cellular responses such as of intracellular membrane trafficking, from the formation of transport vesicles to their fusion with membranes. Active GTP-bound form is able to recruit to membranes different sets of downstream effectors directly responsible for vesicle formation, movement, tethering and fusion. RAB5A is required for the fusion of plasma membranes and early endosomes (PubMed:10818110, PubMed:14617813, PubMed:16410077, PubMed:15378032).
Contributes to the regulation of filopodia extension (PubMed:14978216).
Required for the exosomal release of SDCBP, CD63, PDCD6IP and syndecan (PubMed:22660413).
Regulates maturation of apoptotic cell-containing phagosomes, probably downstream of DYN2 and PIK3C3 (By similarity).",536.0,401.0,1,True,True,True,144281,RAB5A,ZSD-3,s3://allencell-hipsc-cytodata/max_projection_x/845496.ome.tiff,s3://allencell-hipsc-cytodata/max_projection_y/845496.ome.tiff,s3://allencell-hipsc-cytodata/max_projection_z/845496.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_x/845496.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_y/845496.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_z/845496.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_x/845496.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_y/845496.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_z/845496.ome.tiff,6657.0,2345.0,,"(-1, -1)",,,True,edge,,,Mode C,True,,32.0,22.0,4.983318,463.550064037722,375.3377112488087,Triggered,3500002410,Rab-5A,Old,"[0.108333, 0.108333, 0.108333]",-1.9165,-0.4031,-1.3704,0.5073,-1.7361,-0.8837,0.0052,1.8051,endosomes,600,420,89.0,0.01823042150377955,3,1,"[(845503, 256.1007939849845), (845505, 168.22215416972932), (845508, 132.99520955661666)]",157887,['Pipeline 4.4'],train
206200,s3://allencell-hipsc-cytodata/register/836226.ome.zarr,29.92238498894058,467,307,78,71,169,19,27409.0,20189.0,6.49998,M0,1515.967615369908,1689.9808792471665,836226,cytoplasm,s3://allencell-hipsc-cytodata/center_slice/836226.ome.tiff,"Key downstream component of the canonical Wnt signaling pathway (PubMed:17524503, PubMed:18077326, PubMed:18086858, PubMed:18957423, PubMed:21262353, PubMed:22155184, PubMed:22647378, PubMed:22699938).
In the absence of Wnt, forms a complex with AXIN1, AXIN2, APC, CSNK1A1 and GSK3B that promotes phosphorylation on N-terminal Ser and Thr residues and ubiquitination of CTNNB1 via BTRC and its subsequent degradation by the proteasome (PubMed:17524503, PubMed:18077326, PubMed:18086858, PubMed:18957423, PubMed:21262353, PubMed:22155184, PubMed:22647378, PubMed:22699938).
In the presence of Wnt ligand, CTNNB1 is not ubiquitinated and accumulates in the nucleus, where it acts as a coactivator for transcription factors of the TCF/LEF family, leading to activate Wnt responsive genes (PubMed:17524503, PubMed:18077326, PubMed:18086858, PubMed:18957423, PubMed:21262353, PubMed:22155184, PubMed:22647378, PubMed:22699938).
Involved in the regulation of cell adhesion, as component of an E-cadherin:catenin adhesion complex (By similarity).
Acts as a negative regulator of centrosome cohesion (PubMed:18086858).
Involved in the CDK2/PTPN6/CTNNB1/CEACAM1 pathway of insulin internalization (PubMed:21262353).
Blocks anoikis of malignant kidney and intestinal epithelial cells and promotes their anchorage-independent growth by down-regulating DAPK2 (PubMed:18957423).
Disrupts PML function and PML-NB formation by inhibiting RANBP2-mediated sumoylation of PML (PubMed:22155184).
Promotes neurogenesis by maintaining sympathetic neuroblasts within the cell cycle (By similarity).
Involved in chondrocyte differentiation via interaction with SOX9: SOX9-binding competes with the binding sites of TCF/LEF within CTNNB1, thereby inhibiting the Wnt signaling (By similarity).",608.0,398.0,1,False,True,True,13755,CTNNB1,ZSD-2,s3://allencell-hipsc-cytodata/max_projection_x/836226.ome.tiff,s3://allencell-hipsc-cytodata/max_projection_y/836226.ome.tiff,s3://allencell-hipsc-cytodata/max_projection_z/836226.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_x/836226.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_y/836226.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_z/836226.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_x/836226.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_y/836226.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_z/836226.ome.tiff,19169.0,2165.0,,"(-1, -1)",,,True,edge,,,Mode C,True,,32.0,27.0,5.524983,504.10981443810596,441.20260384014705,Interactive,3500002057,beta-catenin,Old,"[0.108333, 0.108333, 0.108333]",-1.4951,-0.5705,0.1638,0.0387,1.778,1.1014,0.4312,-0.4988,adherens junctions,750,410,,,2,0,"[(836227, 225.715988786162), (836231, 218.36506177253924)]",133711,['Pipeline 4.2'],valid
105184,s3://allencell-hipsc-cytodata/register/565679.ome.zarr,-9.240690276661114,398,262,117,62,83,18,24455.0,18253.0,10.8333,M0,1853.261373039768,2447.0285600532056,565679,cytoplasm,s3://allencell-hipsc-cytodata/center_slice/565679.ome.tiff,"Cellular myosin that appears to play a role in cytokinesis, cell shape, and specialized functions such as secretion and capping. Involved with LARP6 in the stabilization of type I collagen mRNAs for CO1A1 and CO1A2. During cell spreading, plays an important role in cytoskeleton reorganization, focal contacts formation (in the central part but not the margins of spreading cells), and lamellipodial extension; this function is mechanically antagonized by MYH9.",550.0,401.0,1,True,True,True,7561,MYH10,ZSD-3,s3://allencell-hipsc-cytodata/max_projection_x/565679.ome.tiff,s3://allencell-hipsc-cytodata/max_projection_y/565679.ome.tiff,s3://allencell-hipsc-cytodata/max_projection_z/565679.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_x/565679.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_y/565679.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_z/565679.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_x/565679.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_y/565679.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_z/565679.ome.tiff,6372.0,1379.0,24004.0,"(935, 1094)",31.0,237.22,False,edge,1116.0,930.0,Mode C,False,0.17,39.0,28.0,6.391647,603.960033305718,656.3845619773699,Interactive,3500001449,non-muscle myosin IIB,Old,"[0.108333, 0.108333, 0.108333]",-0.0648,1.4836,-1.2564,1.0232,-0.0458,-0.9985,-0.0507,2.3737,actomyosin bundles,900,440,,,14,1,"[(565665, 167.86720753253024), (565667, 126.95278409114482), (565671, 168.81414367379406), (565674, 277.1798341784759), (565678, 182.54054326647483), (565684, 222.07061305691516)]",64760,['Pipeline 4.1'],train
99447,s3://allencell-hipsc-cytodata/register/972206.ome.zarr,75.28233274584964,320,238,129,51,74,26,24683.0,18477.0,11.266632,M0,1535.2616633034238,1824.2076946209327,972206,membrane,s3://allencell-hipsc-cytodata/center_slice/972206.ome.tiff,The CAAX domain of K-RAS was integrated at the safe harbor locus of AAVS1 in order to visualize the plasma mebrane.,630.0,405.0,1,True,True,True,16771,Safe Harbor Locus (AAVS1),ZSD-1,s3://allencell-hipsc-cytodata/max_projection_x/972206.ome.tiff,s3://allencell-hipsc-cytodata/max_projection_y/972206.ome.tiff,s3://allencell-hipsc-cytodata/max_projection_z/972206.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_x/972206.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_y/972206.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_z/972206.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_x/972206.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_y/972206.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_z/972206.ome.tiff,3109.0,896.0,,"(-1, -1)",0.0,0.0,False,edge,241.0,851.0,Mode C,False,0.35,32.0,26.0,6.174981,536.45433761619,496.07496942936757,Interactive,3500001868,CAAX domain of K-RAS,Old,"[0.108333, 0.108333, 0.108333]",-0.3576,-0.394,1.3978,-0.4931,1.0079,1.7572,-0.7926,2.1955,plasma membrane,2255,505,,,1,0,"[(972213, 194.64017418757336), (972225, 247.47960639239997)]",108823,['Pipeline 4.2'],train
24085,s3://allencell-hipsc-cytodata/register/974250.ome.zarr,-37.118169182363665,447,372,95,69,166,23,24944.0,18779.0,7.908309,M0,1816.8796524838679,2040.0863801230826,974250,cytoplasm,s3://allencell-hipsc-cytodata/center_slice/974250.ome.tiff,Central component of the receptor complex responsible for the recognition and translocation of cytosolically synthesized mitochondrial preproteins. Together with TOM22 functions as the transit peptide receptor at the surface of the mitochondrion outer membrane and facilitates the movement of preproteins into the TOM40 translocation pore (By similarity). Required for the translocation across the mitochondrial outer membrane of cytochrome P450 monooxygenases,588.0,397.0,1,False,True,True,16945,TOMM20,ZSD-3,s3://allencell-hipsc-cytodata/max_projection_x/974250.ome.tiff,s3://allencell-hipsc-cytodata/max_projection_y/974250.ome.tiff,s3://allencell-hipsc-cytodata/max_projection_z/974250.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_x/974250.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_y/974250.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_z/974250.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_x/974250.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_y/974250.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_z/974250.ome.tiff,14271.0,2920.0,,"(-1, -1)",,,True,edge,,,Mode C,True,,,,4.983318,620.8599293058779,530.9075234748245,Interactive,3500002099,Tom20,Old,"[0.108333, 0.108333, 0.108333]",-2.2951,0.4881,-1.3201,-0.633,-0.0722,0.6693,-0.3136,2.579,mitochondria,815,410,52.0,0.21807806308710787,3,0,"[(974248, 146.75052171429954), (974261, 158.60429920838516)]",137952,['Pipeline 4.2'],train
